10000	3	3	0	4.5	0.999	0.99	1.2	1.2	25	20	0	0.572100
10000	3	3	0	4.5	0.999	0.99	1.2	1.21	25	20	0	0.564900
10000	3	3	0	4.5	0.999	0.99	1.2	1.22	25	20	0	0.546000
10000	3	3	0	4.5	0.999	0.99	1.2	1.23	25	20	0	0.544300
10000	3	3	0	4.5	0.999	0.99	1.2	1.24	25	20	0	0.531300
10000	3	3	0	4.5	0.999	0.99	1.2	1.25	25	20	0	0.537300
10000	3	3	0	4.5	0.999	0.99	1.2	1.26	25	20	0	0.533200
10000	3	3	0	4.5	0.999	0.99	1.2	1.27	25	20	0	0.521500
10000	3	3	0	4.5	0.999	0.99	1.2	1.28	25	20	0	0.514800
10000	3	3	0	4.5	0.999	0.99	1.2	1.29	25	20	0	0.504100
10000	3	3	0	4.5	0.999	0.99	1.2	1.3	25	20	0	0.502500
10000	3	3	0	4.5	0.999	0.99	1.2	1.31	25	20	0	0.502900
10000	3	3	0	4.5	0.999	0.99	1.2	1.32	25	20	0	0.485800
10000	3	3	0	4.5	0.999	0.99	1.2	1.33	25	20	0	0.481000
10000	3	3	0	4.5	0.999	0.99	1.2	1.34	25	20	0	0.481700
10000	3	3	0	4.5	0.999	0.99	1.2	1.35	25	20	0	0.474400
10000	3	3	0	4.5	0.999	0.99	1.2	1.36	25	20	0	0.472500
10000	3	3	0	4.5	0.999	0.99	1.2	1.37	25	20	0	0.467400
10000	3	3	0	4.5	0.999	0.99	1.2	1.38	25	20	0	0.461600
10000	3	3	0	4.5	0.999	0.99	1.2	1.39	25	20	0	0.459300
10000	3	3	0	4.5	0.999	0.99	1.2	1.4	25	20	0	0.456200
